payment_id,ride_id,amount,method,discount_applied,timestamp
1292,1292,20.14,Cash,1.98,2024-09-15 06:32:24.585057
1293,1293,54.36,Wallet,4.26,2024-09-13 14:45:24.585057
1294,1294,64.7,Cash,1.53,2024-06-14 21:57:24.585057
1295,1295,10.38,Wallet,4.86,2025-04-15 15:24:24.585057
1296,1296,65.56,Cash,0.13,2024-07-19 00:07:24.585057
1297,1297,99.64,Wallet,4.59,2024-09-22 10:31:24.585057
1298,1298,31.08,Cash,2.59,2024-07-04 07:59:24.585057
1299,1299,49.17,Card,4.14,2024-12-05 07:38:24.585057
1300,1300,89.85,Card,2.48,2024-04-26 17:12:24.585057
1301,1301,83.28,Card,1.11,2024-10-31 10:58:24.585057
1302,1302,96.01,Cash,4.36,2024-12-27 22:28:24.585057
1303,1303,55.6,Card,1.48,2025-04-10 02:37:24.585057
1304,1304,43.42,Wallet,4.18,2024-10-11 08:36:24.585057
1305,1305,56.61,Card,0.98,2024-12-25 11:49:24.585057
1306,1306,43.97,Card,4.4,2024-11-22 16:53:24.585057
1307,1307,15.37,Card,2.14,2024-05-27 23:37:24.585057
1308,1308,54.29,Card,3.75,2025-03-12 03:19:24.585057
1309,1309,62.11,Wallet,1.53,2024-10-05 00:07:24.585057
1310,1310,88.09,Wallet,3.36,2024-08-27 09:47:24.585057
1311,1311,80.7,Card,3.02,2024-10-24 13:08:24.585057
1312,1312,99.61,Cash,0.73,2025-04-07 05:07:24.585057
1313,1313,69.4,Card,1.35,2024-07-18 00:03:24.585057
1314,1314,84.73,Cash,3.06,2024-09-15 19:30:24.585057
1315,1315,52.08,Card,3.98,2025-01-12 02:30:24.585057
1316,1316,78.2,Card,4.99,2024-10-24 12:58:24.585057
1317,1317,8.97,Card,1.46,2025-01-29 09:38:24.585057
1318,1318,51.02,Card,0.75,2025-03-07 19:38:24.585057
1319,1319,59.25,Card,4.89,2025-01-04 05:09:24.585057
1320,1320,72.7,Cash,3.75,2024-05-15 00:40:24.585057
1321,1321,43.14,Wallet,0.36,2025-04-16 01:01:24.585057
1322,1322,45.3,Cash,1.25,2025-02-01 22:32:24.585057
1323,1323,46.06,Cash,2.83,2024-09-10 05:21:24.585057
1324,1324,76.46,Cash,4.18,2024-04-30 13:44:24.585057
1325,1325,47.44,Cash,4.67,2024-09-03 03:23:24.585057
1326,1326,17.87,Card,4.8,2024-10-12 13:03:24.585057
1327,1327,23.33,Wallet,0.49,2024-07-03 23:31:24.585057
1328,1328,55.98,Card,4.91,2025-03-21 09:03:24.585057
1329,1329,85.98,Card,4.24,2025-04-08 09:58:24.585057
1330,1330,8.15,Card,0.01,2024-10-05 15:18:24.585057
1331,1331,77.54,Card,1.61,2024-11-07 00:51:24.585057
1332,1332,91.74,Wallet,2.64,2025-03-30 05:30:24.585057
1333,1333,5.76,Cash,4.99,2024-11-16 20:14:24.585057
1334,1334,22.89,Cash,4.45,2024-12-21 05:55:24.585057
1335,1335,26.48,Wallet,4.89,2024-10-03 19:35:24.585057
1336,1336,8.94,Wallet,3.77,2024-07-01 05:51:24.585057
1337,1337,44.08,Card,2.17,2025-03-25 00:34:24.585057
1338,1338,16.32,Cash,4.48,2024-05-21 06:19:24.585057
1339,1339,54.72,Cash,2.54,2024-12-08 18:15:24.585057
1340,1340,82.28,Cash,1.73,2024-04-28 09:18:24.585057
1341,1341,11.97,Wallet,3.88,2024-09-14 13:43:24.585057
1342,1342,54.87,Card,1.88,2024-06-18 09:03:24.585057
1343,1343,32.16,Wallet,2.34,2024-05-03 03:52:24.585057
1344,1344,28.22,Cash,1.57,2024-12-03 10:24:24.585057
1345,1345,8.06,Wallet,2.67,2024-12-22 18:55:24.585057
1346,1346,32.07,Cash,0.09,2024-09-01 18:03:24.585057
1347,1347,78.1,Cash,2.12,2025-04-12 09:16:24.585057
1348,1348,43.13,Card,0.83,2025-03-28 05:45:24.585057
1349,1349,89.48,Cash,0.1,2024-09-13 06:13:24.585057
1350,1350,31.36,Card,4.03,2024-08-13 23:28:24.585057
1351,1351,82.31,Card,0.65,2024-09-24 19:10:24.585057
1352,1352,97.62,Card,3.38,2024-11-19 23:19:24.585057
1353,1353,8.89,Wallet,3.67,2024-06-28 11:31:24.585057
1354,1354,93.45,Cash,3.23,2024-06-10 09:24:24.585057
1355,1355,54.65,Cash,1.03,2024-09-17 05:22:24.585057
1356,1356,38.8,Wallet,1.12,2024-08-06 17:10:24.585057
1357,1357,87.14,Cash,4.26,2024-10-02 15:25:24.585057
1358,1358,10.63,Wallet,3.56,2024-07-07 03:13:24.585057
1359,1359,17.78,Card,3.78,2024-11-16 08:47:24.585057
1360,1360,28.23,Cash,3.13,2024-08-09 22:51:24.585057
1361,1361,16.41,Wallet,0.92,2024-04-23 22:26:24.585057
1362,1362,81.08,Card,4.1,2024-11-02 06:12:24.585057
1363,1363,44.43,Wallet,2.45,2024-08-01 04:02:24.585057
1364,1364,13.19,Wallet,2.76,2025-02-26 00:09:24.585057
1365,1365,65.64,Cash,3.15,2025-01-16 00:17:24.585057
1366,1366,81.6,Wallet,4.91,2025-03-03 20:18:24.585057
1367,1367,96.52,Card,1.46,2025-04-03 05:02:24.585057
1368,1368,27.53,Card,0.6,2024-12-22 11:40:24.585057
1369,1369,72.42,Card,1.37,2024-05-19 06:53:24.585057
1370,1370,8.14,Wallet,2.81,2024-11-16 20:36:24.585057
1371,1371,87.66,Wallet,4.35,2024-06-27 23:00:24.585057
1372,1372,82.83,Wallet,1.33,2025-03-21 12:17:24.585057
1373,1373,71.52,Card,4.47,2024-07-10 05:27:24.585057
1374,1374,20.73,Card,3.36,2025-02-28 01:48:24.585057
1375,1375,62.98,Card,3.72,2025-01-03 22:21:24.585057
1376,1376,97.18,Wallet,0.87,2024-08-18 04:44:24.585057
1377,1377,70.61,Wallet,4.86,2024-06-09 22:03:24.585057
1378,1378,75.77,Wallet,0.78,2025-02-16 10:09:24.585057
1379,1379,90.12,Card,2.96,2024-05-30 22:20:24.585057
1380,1380,10.67,Card,3.12,2025-02-13 05:25:24.585057
1381,1381,11.11,Cash,0.1,2024-08-05 07:31:24.585057
1382,1382,94.12,Wallet,0.2,2024-12-04 00:24:24.585057
1383,1383,48.72,Wallet,2.99,2024-10-23 19:40:24.585057
1384,1384,18.34,Wallet,0.4,2024-08-10 04:48:24.585057
1385,1385,63.31,Wallet,3.05,2024-05-17 04:55:24.585057
1386,1386,97.62,Card,4.23,2024-12-28 12:14:24.585057
1387,1387,61.9,Card,1.02,2024-08-20 00:20:24.585057
1388,1388,98.83,Card,0.74,2024-04-17 21:51:24.585057
1389,1389,34.89,Cash,0.69,2024-06-05 01:51:24.585057
1390,1390,74.27,Wallet,2.92,2024-07-04 12:47:24.585057
1391,1391,47.61,Cash,3.96,2025-02-25 08:45:24.585057
1392,1392,46.0,Card,2.14,2024-12-17 06:16:24.585057
1393,1393,19.86,Card,2.09,2024-08-01 04:42:24.585057
1394,1394,22.9,Wallet,4.58,2024-12-21 00:06:24.585057
1395,1395,96.78,Cash,0.71,2024-09-30 04:16:24.585057
1396,1396,27.32,Card,1.94,2024-12-23 06:03:24.585057
1397,1397,19.15,Wallet,4.39,2024-05-29 16:53:24.585057
1398,1398,59.22,Wallet,2.4,2025-04-14 11:11:24.585057
1399,1399,70.21,Cash,2.0,2024-07-03 16:10:24.585057
1400,1400,81.39,Wallet,1.33,2025-04-09 08:39:24.585057
1401,1401,22.29,Wallet,0.35,2024-10-31 14:15:24.585057
1402,1402,15.39,Cash,2.65,2024-12-13 00:04:24.585057
1403,1403,54.98,Wallet,1.39,2024-09-20 11:40:24.585057
1404,1404,54.36,Card,2.93,2025-02-09 09:15:24.585057
1405,1405,89.92,Cash,4.61,2024-11-28 18:39:24.585057
1406,1406,42.92,Wallet,2.91,2024-08-19 15:18:24.585057
1407,1407,63.48,Card,0.59,2024-11-22 18:48:24.585057
1408,1408,17.47,Card,4.92,2025-04-07 02:55:24.585057
1409,1409,23.27,Wallet,0.75,2024-11-12 02:41:24.585057
1410,1410,29.9,Cash,4.6,2024-11-23 12:17:24.585057
1411,1411,30.73,Wallet,3.98,2024-11-14 19:37:24.585057
1412,1412,40.33,Cash,4.59,2024-06-29 18:28:24.585057
1413,1413,14.69,Wallet,1.08,2025-03-31 11:28:24.585057
1414,1414,38.64,Cash,4.28,2024-07-05 06:31:24.585057
1415,1415,27.47,Card,2.77,2024-09-10 07:50:24.585057
1416,1416,22.97,Card,3.56,2024-12-28 20:13:24.585057
1417,1417,14.86,Card,4.05,2024-06-27 18:48:24.585057
1418,1418,98.69,Wallet,3.57,2025-01-27 03:03:24.585057
1419,1419,8.53,Wallet,4.45,2024-07-23 14:10:24.585057
1420,1420,11.01,Card,3.85,2024-07-17 20:29:24.585057
1421,1421,25.07,Wallet,3.45,2025-01-04 12:31:24.585057
1422,1422,95.22,Card,4.5,2024-07-26 02:15:24.585057
1423,1423,74.97,Cash,4.83,2024-06-24 06:27:24.585057
1424,1424,82.86,Wallet,4.17,2025-01-11 00:12:24.585057
1425,1425,11.26,Card,3.54,2024-11-30 15:19:24.585057
1426,1426,82.84,Cash,3.81,2025-04-06 03:16:24.585057
1427,1427,60.43,Cash,1.21,2025-03-13 14:01:24.585057
1428,1428,53.04,Card,0.44,2024-05-06 04:56:24.585057
1429,1429,57.52,Cash,4.53,2024-06-19 19:50:24.585057
1430,1430,96.45,Cash,2.16,2024-06-29 00:15:24.585057
1431,1431,16.75,Wallet,2.91,2024-08-25 16:48:24.585057
1432,1432,44.53,Wallet,0.82,2024-08-28 09:33:24.585057
1433,1433,32.87,Cash,1.96,2024-11-05 00:20:24.585057
1434,1434,91.28,Cash,3.52,2024-12-29 01:19:24.585057
1435,1435,21.27,Cash,2.22,2024-07-21 15:12:24.585057
1436,1436,45.4,Card,1.05,2024-07-18 09:25:24.585057
1437,1437,28.41,Card,4.98,2024-11-08 12:43:24.585057
1438,1438,42.18,Cash,2.7,2025-01-12 11:30:24.585057
1439,1439,92.55,Cash,1.59,2024-07-14 01:37:24.585057
1440,1440,45.83,Card,2.1,2024-06-20 20:36:24.585057
1441,1441,81.8,Wallet,4.66,2024-08-20 05:14:24.585057
1442,1442,30.11,Card,4.61,2024-12-11 01:17:24.585057
1443,1443,34.8,Cash,0.29,2024-06-23 09:16:24.585057
1444,1444,47.44,Wallet,3.78,2025-02-14 01:41:24.585057
1445,1445,80.99,Wallet,2.77,2024-08-13 00:19:24.585057
1446,1446,39.65,Cash,0.67,2025-02-24 17:21:24.585057
1447,1447,52.42,Card,1.11,2024-04-21 14:15:24.585057
1448,1448,20.96,Wallet,0.81,2024-06-24 06:49:24.585057
1449,1449,65.73,Card,0.77,2025-02-22 10:37:24.585057
1450,1450,67.69,Wallet,2.39,2024-09-07 21:00:24.585057
1451,1451,49.43,Cash,4.02,2024-08-12 21:07:24.585057
1452,1452,6.11,Card,1.24,2025-03-14 10:04:24.585057
1453,1453,53.28,Cash,1.35,2025-03-19 06:15:24.585057
1454,1454,53.5,Cash,1.11,2024-08-19 16:09:24.585057
1455,1455,13.46,Wallet,3.83,2025-03-21 17:29:24.585057
1456,1456,30.78,Cash,4.86,2024-10-12 05:36:24.585057
1457,1457,9.06,Card,4.16,2024-10-14 08:12:24.585057
1458,1458,65.81,Wallet,4.9,2024-05-20 01:54:24.585057
1459,1459,43.25,Wallet,0.59,2025-01-01 21:20:24.585057
1460,1460,68.68,Cash,4.14,2025-04-03 05:50:24.585057
1461,1461,10.15,Card,0.7,2025-01-01 04:18:24.585057
1462,1462,42.75,Card,3.09,2024-04-18 05:30:24.585057
1463,1463,63.66,Cash,4.63,2024-11-09 13:27:24.585057
1464,1464,12.62,Card,2.76,2024-12-31 22:50:24.585057
1465,1465,21.52,Cash,1.44,2025-01-26 06:50:24.585057
1466,1466,13.87,Card,3.21,2024-06-12 00:48:24.585057
1467,1467,55.85,Wallet,4.48,2024-07-02 22:29:24.585057
1468,1468,94.23,Cash,1.84,2025-02-07 16:12:24.585057
1469,1469,92.02,Card,4.33,2025-04-02 09:51:24.585057
1470,1470,11.89,Card,1.41,2024-10-06 11:53:24.585057
1471,1471,80.31,Card,2.65,2024-06-25 20:25:24.585057
1472,1472,14.29,Wallet,4.77,2025-02-01 15:11:24.585057
1473,1473,69.68,Wallet,1.47,2025-02-14 20:31:24.585057
1474,1474,42.93,Card,0.82,2024-11-18 01:55:24.585057
1475,1475,10.24,Cash,1.26,2024-09-28 19:37:24.585057
1476,1476,60.45,Card,2.84,2024-08-25 18:58:24.585057
1477,1477,39.95,Wallet,4.83,2024-12-13 23:12:24.585057
1478,1478,96.51,Cash,1.83,2025-03-12 01:10:24.585057
1479,1479,10.97,Card,4.18,2025-02-11 21:04:24.585057
1480,1480,58.66,Cash,0.62,2024-04-27 23:21:24.585057
1481,1481,82.15,Cash,1.2,2025-02-06 00:22:24.585057
1482,1482,64.61,Wallet,3.87,2025-01-13 00:51:24.585057
1483,1483,37.74,Wallet,2.98,2024-10-04 20:51:24.585057
1484,1484,85.93,Wallet,3.37,2025-01-02 22:14:24.585057
1485,1485,77.83,Wallet,1.95,2024-09-05 18:18:24.585057
1486,1486,98.25,Wallet,4.03,2024-09-27 00:28:24.585057
1487,1487,58.51,Cash,4.22,2025-01-13 09:14:24.585057
1488,1488,19.38,Card,1.26,2024-10-26 17:55:24.585057
1489,1489,66.29,Card,4.24,2024-06-25 17:43:24.585057
1490,1490,65.57,Wallet,2.72,2025-03-18 21:45:24.585057
1491,1491,37.65,Wallet,3.49,2024-05-01 22:00:24.585057
1492,1492,61.15,Card,2.18,2025-03-28 17:45:24.585057
1493,1493,46.77,Card,0.41,2024-08-04 05:55:24.585057
1494,1494,20.37,Card,5.0,2024-06-11 02:53:24.585057
1495,1495,55.89,Cash,0.13,2024-12-22 11:41:24.585057
1496,1496,70.68,Wallet,3.91,2024-06-19 04:24:24.585057
1497,1497,80.57,Cash,1.16,2025-04-14 05:08:24.585057
1498,1498,6.12,Card,0.94,2025-03-01 20:05:24.585057
1499,1499,68.94,Cash,2.31,2024-07-12 19:15:24.585057
1500,1500,24.69,Wallet,1.11,2024-08-20 08:11:24.585057
1501,1501,66.59,Card,3.06,2024-06-06 06:10:24.585057
1502,1502,62.28,Card,0.83,2024-05-14 09:00:24.585057
1503,1503,23.65,Cash,3.89,2024-05-29 01:40:24.585057
1504,1504,32.44,Cash,4.56,2025-04-15 13:22:24.585057
1505,1505,32.08,Card,2.14,2025-03-30 15:11:24.585057
1506,1506,28.22,Cash,3.5,2025-01-11 16:20:24.585057
1507,1507,60.99,Card,2.49,2025-02-17 07:58:24.585057
1508,1508,98.35,Card,3.34,2024-12-12 16:37:24.585057
1509,1509,28.67,Card,4.06,2024-12-21 07:50:24.585057
1510,1510,41.86,Cash,0.94,2025-04-06 17:09:24.585057
1511,1511,9.62,Cash,2.16,2024-09-05 14:51:24.585057
1512,1512,90.29,Cash,3.26,2024-09-28 23:40:24.585057
1513,1513,85.04,Cash,1.5,2025-03-03 01:48:24.585057
1514,1514,18.2,Cash,2.23,2024-05-10 08:34:24.585057
1515,1515,5.94,Card,1.14,2025-01-14 21:35:24.585057
1516,1516,39.96,Card,1.0,2025-02-27 03:22:24.585057
1517,1517,85.52,Card,2.45,2025-01-24 13:25:24.585057
1518,1518,25.89,Wallet,0.81,2024-07-14 00:57:24.585057
1519,1519,44.87,Card,4.28,2024-07-11 01:54:24.585057
1520,1520,99.3,Card,2.98,2024-07-17 20:19:24.585057
1521,1521,38.58,Wallet,4.1,2024-06-15 16:18:24.585057
1522,1522,97.41,Cash,0.96,2025-01-21 15:45:24.585057
1523,1523,51.7,Cash,1.59,2024-12-02 03:25:24.585057
1524,1524,74.5,Wallet,2.35,2024-07-06 15:34:24.585057
1525,1525,10.82,Cash,4.14,2024-11-29 17:22:24.585057
1526,1526,98.68,Wallet,4.04,2025-01-28 23:59:24.585057
1527,1527,12.28,Card,1.48,2024-10-28 21:35:24.585057
1528,1528,58.69,Card,3.1,2025-04-07 13:09:24.585057
1529,1529,62.17,Cash,2.74,2024-12-17 10:19:24.585057
1530,1530,95.6,Cash,4.66,2025-04-05 05:20:24.585057
1531,1531,30.48,Card,0.54,2024-06-24 21:00:24.585057
1532,1532,85.89,Card,2.92,2025-04-13 07:41:24.585057
1533,1533,8.68,Card,4.02,2024-09-22 16:29:24.585057
1534,1534,39.44,Wallet,4.8,2024-12-05 11:58:24.585057
1535,1535,97.71,Card,4.32,2024-11-15 14:29:24.585057
1536,1536,45.97,Card,0.21,2025-01-26 17:29:24.585057
1537,1537,80.47,Card,3.5,2024-08-29 22:29:24.585057
1538,1538,13.79,Cash,3.74,2024-09-29 02:04:24.585057
1539,1539,89.68,Cash,4.58,2025-03-24 17:27:24.585057
1540,1540,70.93,Cash,2.42,2024-09-10 23:02:24.585057
1541,1541,87.1,Card,0.45,2024-06-22 12:29:24.585057
1542,1542,49.58,Card,3.87,2024-04-24 18:13:24.585057
1543,1543,60.89,Card,2.03,2025-04-06 04:03:24.585057
1544,1544,51.63,Cash,2.15,2025-01-14 13:23:24.585057
1545,1545,8.13,Wallet,2.72,2025-02-06 18:59:24.585057
1546,1546,8.47,Cash,3.73,2024-12-04 19:31:24.585057
1547,1547,50.69,Wallet,0.63,2025-03-03 06:16:24.585057
1548,1548,97.1,Wallet,4.31,2025-01-22 11:16:24.585057
1549,1549,22.31,Card,2.33,2025-02-03 15:40:24.585057
1550,1550,17.29,Cash,4.19,2024-07-26 08:23:24.585057
1551,1551,92.48,Card,2.59,2024-08-15 03:27:24.585057
1552,1552,20.24,Wallet,0.1,2025-01-06 21:06:24.585057
1553,1553,52.45,Card,1.6,2025-02-28 12:51:24.585057
1554,1554,43.13,Wallet,4.88,2024-07-08 20:01:24.585057
1555,1555,11.53,Wallet,0.29,2024-07-17 11:20:24.585057
1556,1556,67.8,Card,0.24,2024-04-22 06:37:24.585057
1557,1557,55.9,Cash,2.58,2024-06-12 15:02:24.585057
1558,1558,39.65,Card,4.54,2024-07-21 07:08:24.585057
1559,1559,29.65,Wallet,1.62,2025-03-26 08:37:24.585057
1560,1560,23.27,Card,2.63,2024-08-17 10:58:24.585057
1561,1561,80.36,Cash,1.19,2025-01-02 04:59:24.585057
1562,1562,81.07,Wallet,3.05,2024-12-18 11:20:24.585057
1563,1563,37.27,Wallet,4.26,2024-12-04 18:26:24.585057
1564,1564,46.25,Wallet,3.76,2024-05-21 10:17:24.585057
1565,1565,12.81,Card,2.8,2024-12-08 03:37:24.585057
1566,1566,81.02,Card,3.36,2024-06-07 09:29:24.585057
1567,1567,79.05,Card,1.41,2025-04-06 13:46:24.585057
1568,1568,26.55,Card,0.51,2025-01-02 11:07:24.585057
1569,1569,68.62,Card,0.52,2024-05-19 23:31:24.585057
1570,1570,70.03,Wallet,2.54,2024-11-28 14:22:24.585057
1571,1571,14.46,Cash,2.31,2025-03-14 14:32:24.585057
1572,1572,81.52,Card,3.28,2024-04-27 02:59:24.585057
1573,1573,83.57,Card,3.92,2024-05-04 04:08:24.585057
1574,1574,96.52,Cash,2.33,2025-04-06 06:50:24.585057
1575,1575,9.56,Wallet,1.69,2024-06-19 14:23:24.585057
1576,1576,6.06,Card,3.55,2024-08-05 11:44:24.585057
1577,1577,13.53,Wallet,4.31,2025-03-20 13:10:24.585057
1578,1578,18.59,Cash,1.65,2025-01-19 00:49:24.585057
1579,1579,48.28,Wallet,0.05,2024-12-12 18:33:24.585057
1580,1580,47.67,Card,2.94,2024-08-22 08:48:24.585057
1581,1581,33.68,Wallet,2.17,2024-07-02 13:22:24.585057
1582,1582,74.77,Cash,1.84,2025-01-27 03:48:24.585057
1583,1583,76.08,Wallet,3.51,2025-02-14 11:51:24.585057
1584,1584,76.69,Card,2.69,2024-11-06 10:26:24.585057
1585,1585,47.12,Cash,1.37,2024-07-20 01:16:24.585057
1586,1586,50.7,Cash,3.47,2024-07-06 04:52:24.585057
1587,1587,51.2,Cash,3.21,2025-01-10 22:16:24.585057
1588,1588,62.53,Wallet,1.66,2024-04-23 13:54:24.585057
1589,1589,95.63,Cash,1.84,2024-07-08 23:30:24.585057
1590,1590,89.76,Card,1.76,2024-05-25 20:18:24.585057
1591,1591,8.36,Cash,0.75,2024-10-13 19:25:24.585057
1592,1592,41.39,Cash,3.17,2024-10-18 19:04:24.585057
1593,1593,72.64,Wallet,3.81,2024-04-29 12:43:24.585057
1594,1594,35.07,Wallet,3.47,2024-10-15 22:59:24.585057
1595,1595,29.07,Wallet,3.96,2024-11-05 13:30:24.585057
1596,1596,96.57,Wallet,2.6,2025-04-11 18:39:24.585057
1597,1597,84.06,Cash,3.55,2024-11-06 22:36:24.585057
1598,1598,61.09,Card,0.78,2024-04-30 16:53:24.585057
1599,1599,92.22,Wallet,2.87,2024-07-21 17:45:24.585057
1600,1600,76.16,Cash,4.75,2024-12-19 12:47:24.585057
1601,1601,36.27,Wallet,0.1,2024-05-29 10:04:24.585057
1602,1602,47.68,Wallet,1.03,2024-11-09 16:39:24.585057
1603,1603,59.28,Wallet,4.87,2024-08-11 10:54:24.585057
1604,1604,6.73,Wallet,1.69,2025-01-02 17:14:24.585057
1605,1605,24.25,Card,1.12,2024-11-11 04:56:24.585057
1606,1606,74.45,Cash,1.08,2024-12-05 14:13:24.585057
1607,1607,83.03,Cash,2.12,2025-01-09 12:31:24.585057
1608,1608,74.07,Cash,4.02,2024-04-30 09:50:24.585057
1609,1609,27.76,Card,2.96,2024-04-24 17:22:24.585057
1610,1610,68.9,Wallet,0.65,2025-04-14 07:09:24.585057
1611,1611,32.17,Cash,3.23,2024-05-19 20:36:24.585057
1612,1612,85.12,Cash,0.55,2024-11-03 00:04:24.585057
1613,1613,27.73,Cash,2.98,2024-07-24 17:21:24.585057
1614,1614,15.73,Cash,2.97,2024-12-20 00:27:24.585057
1615,1615,7.0,Wallet,1.42,2024-10-26 04:43:24.585057
1616,1616,91.03,Cash,4.0,2024-09-09 20:53:24.585057
1617,1617,41.04,Card,3.69,2024-10-05 14:07:24.585057
1618,1618,66.9,Wallet,4.09,2024-09-21 09:11:24.585057
1619,1619,83.86,Wallet,0.13,2024-05-06 14:41:24.585057
1620,1620,61.95,Wallet,2.41,2024-05-01 19:19:24.585057
1621,1621,30.66,Card,0.63,2025-03-19 13:07:24.585057
1622,1622,8.65,Wallet,1.99,2024-11-07 17:37:24.585057
1623,1623,7.0,Wallet,0.15,2025-01-04 00:02:24.585057
1624,1624,64.6,Wallet,0.75,2024-09-12 23:54:24.585057
1625,1625,28.08,Wallet,1.26,2024-12-11 11:17:24.585057
1626,1626,46.87,Cash,2.08,2025-03-05 11:58:24.585057
1627,1627,32.52,Card,1.37,2024-11-17 22:37:24.585057
1628,1628,80.52,Card,2.28,2024-08-23 22:29:24.585057
1629,1629,71.75,Wallet,2.89,2024-06-19 16:29:24.585057
1630,1630,63.58,Wallet,0.29,2025-01-07 16:09:24.585057
1631,1631,89.25,Wallet,3.23,2024-10-27 13:18:24.585057
1632,1632,77.62,Wallet,1.81,2024-12-05 06:28:24.585057
1633,1633,37.84,Cash,0.81,2025-03-08 01:22:24.585057
1634,1634,54.08,Wallet,0.86,2024-05-06 03:54:24.585057
1635,1635,81.83,Card,1.88,2025-03-06 06:50:24.585057
1636,1636,27.69,Cash,2.73,2024-05-17 14:29:24.585057
1637,1637,45.58,Wallet,4.12,2024-07-27 17:04:24.585057
1638,1638,28.64,Card,4.14,2024-05-17 20:52:24.585057
1639,1639,87.27,Cash,3.74,2024-10-26 13:12:24.585057
1640,1640,45.27,Card,1.17,2025-03-11 14:34:24.585057
1641,1641,53.92,Cash,1.65,2024-12-22 04:31:24.585057
1642,1642,49.21,Card,0.17,2024-12-09 14:41:24.585057
1643,1643,18.81,Wallet,3.01,2024-07-14 18:48:24.585057
1644,1644,52.04,Card,1.13,2024-08-16 06:33:24.585057
1645,1645,8.17,Cash,3.08,2025-03-19 15:08:24.585057
1646,1646,50.0,Card,4.0,2025-03-25 23:47:24.585057
1647,1647,12.93,Cash,0.34,2024-09-17 13:24:24.585057
1648,1648,61.65,Wallet,4.35,2024-12-25 20:46:24.585057
1649,1649,41.27,Wallet,0.94,2024-05-29 11:48:24.585057
1650,1650,16.18,Cash,2.06,2024-04-26 07:52:24.585057
1651,1651,49.28,Cash,4.86,2024-07-05 14:57:24.585057
1652,1652,12.01,Card,0.18,2024-06-26 20:16:24.585057
1653,1653,65.02,Card,2.29,2024-10-17 13:15:24.585057
1654,1654,37.65,Card,3.68,2025-03-27 19:56:24.585057
1655,1655,19.99,Cash,3.95,2024-09-18 17:32:24.585057
1656,1656,23.65,Card,4.93,2024-10-19 15:25:24.585057
1657,1657,23.17,Wallet,4.33,2024-10-30 10:27:24.585057
1658,1658,28.8,Cash,1.23,2024-06-19 02:27:24.585057
1659,1659,30.14,Wallet,0.81,2024-05-28 17:23:24.585057
1660,1660,76.04,Cash,0.03,2024-10-06 23:21:24.585057
1661,1661,75.28,Card,2.71,2024-05-18 07:11:24.585057
1662,1662,26.63,Cash,4.8,2024-09-01 06:03:24.585057
1663,1663,69.58,Cash,2.25,2025-02-12 19:30:24.585057
1664,1664,78.06,Wallet,2.5,2024-11-29 22:32:24.585057
1665,1665,55.4,Card,1.18,2024-08-17 19:40:24.585057
1666,1666,94.0,Wallet,4.35,2024-10-05 11:49:24.585057
1667,1667,48.73,Cash,1.07,2024-08-20 18:48:24.585057
1668,1668,67.92,Wallet,1.42,2025-03-28 14:41:24.585057
1669,1669,26.24,Card,3.09,2024-11-19 10:44:24.585057
1670,1670,31.16,Cash,1.43,2024-09-21 18:22:24.585057
1671,1671,87.63,Cash,1.07,2025-01-24 06:04:24.585057
1672,1672,60.44,Cash,1.58,2024-04-18 01:16:24.585057
1673,1673,93.21,Card,3.84,2025-03-24 07:45:24.585057
1674,1674,58.76,Card,3.58,2024-09-27 20:39:24.585057
1675,1675,36.12,Card,2.18,2024-12-26 05:06:24.585057
1676,1676,50.57,Card,4.3,2024-12-29 08:40:24.585057
1677,1677,23.81,Wallet,4.94,2024-05-10 14:22:24.585057
1678,1678,44.91,Wallet,2.85,2024-10-26 21:22:24.585057
1679,1679,98.38,Cash,0.11,2024-09-23 13:52:24.585057
1680,1680,45.54,Card,3.41,2024-09-13 17:31:24.585057
1681,1681,91.03,Card,2.71,2024-11-29 05:56:24.585057
1682,1682,72.73,Cash,1.37,2024-07-04 07:10:24.585057
1683,1683,26.8,Card,2.54,2024-08-08 09:42:24.585057
1684,1684,37.35,Cash,4.98,2024-09-27 04:46:24.585057
1685,1685,77.12,Cash,2.89,2024-07-23 01:07:24.585057
1686,1686,10.87,Card,2.26,2025-01-06 22:32:24.585057
1687,1687,94.09,Card,3.04,2024-10-06 02:35:24.585057
1688,1688,75.93,Card,3.57,2024-09-21 08:14:24.585057
1689,1689,42.19,Wallet,2.77,2025-01-20 04:03:24.585057
1690,1690,62.72,Wallet,0.34,2025-04-11 18:10:24.585057
1691,1691,43.61,Wallet,1.46,2024-09-17 14:06:24.585057
1692,1692,39.85,Wallet,2.81,2024-09-17 03:25:24.585057
1693,1693,68.91,Cash,0.61,2024-06-30 13:16:24.585057
1694,1694,91.48,Wallet,3.93,2024-11-06 16:14:24.585057
1695,1695,30.16,Card,2.26,2024-04-20 22:43:24.585057
1696,1696,52.74,Wallet,3.57,2024-07-17 13:37:24.585057
1697,1697,70.44,Cash,3.17,2024-07-15 00:19:24.585057
1698,1698,13.19,Cash,0.65,2024-06-12 09:00:24.585057
1699,1699,58.55,Wallet,2.89,2024-08-29 05:00:24.585057
1700,1700,61.78,Wallet,4.58,2024-06-05 13:08:24.585057
1701,1701,34.66,Card,2.85,2024-07-15 19:29:24.585057
1702,1702,46.15,Cash,4.68,2024-06-10 21:37:24.585057
